velocity flux_norm flux_err cont_err
-1490.410524236032 0.5697532998125244 0.45226539249408304 0.08331407595084543
-1483.2394052239301 1.097871970980933 0.5319955061559514 0.07924495042836469
-1476.0682862117737 0.8209229872716465 0.493490542183293 0.07525526332204223
-1468.897167199672 0.6368195442869939 0.46814876257828775 0.07134499918933955
-1461.7260481876244 0.827301716481062 0.4987491149140982 0.06751406959625467
-1454.554929175468 0.7385340870326504 0.4872235317527071 0.06376230765020735
-1447.3838101633662 0.5845882756942395 0.46527817118967624 0.06008946094878383
-1440.2126911512644 0.33255196832968303 0.42496077512860425 0.05649518237534931
-1433.041572139108 0.4912252993023943 0.4527759497841804 0.05297901793657685
-1425.870453127006 0.7208520665903115 0.4901361725660806 0.049540390478515446
-1418.699334114904 0.952718349335027 0.5284202723665442 0.04617857757075415
-1411.5282151028023 0.9895747547858476 0.5356463869473547 0.042892680990377845
-1404.3570960906459 0.9954626419574992 0.5364407004604056 0.03968158385461971
-1397.1859770785984 0.9671345187213582 0.5362841785164832 0.03654388916221885
-1390.0148580664966 0.9058996317208696 0.5279340119458881 0.03347782958126918
-1382.8437390543402 1.0093383570034795 0.5455603665336876 0.030481131346242977
-1375.6726200422383 0.9479664400929442 0.5378797060652335 0.027550802150603716
-1368.5015010301365 0.9189469752008698 0.5364953023718513 0.02468278749234469
-1361.3303820180345 1.1232233376628245 0.5663396763644156 0.02187138683810597
-1354.159263005878 1.1261923849125397 0.5674043666863168 0.019108201157781765
-1346.9881439938308 1.1633671460824386 0.574741259751967 0.016380084938923973
-1339.817024981729 0.9964723292457185 0.5531298162231886 0.013664728790714733
-1332.6459059695724 0.8937069396388778 0.5400037268911372 0.010919611900629402
-1325.4747869574705 0.9997624904058626 0.5558128836336661 0.00804698745604921
-1318.3036679453687 1.006577787302312 0.5595983107798924 0.004714462191234865
-1311.132548933267 0.8702708706459031 0.5400088798036103 nan
-1303.9614299211103 1.2210987304782583 0.5920933716254846 nan
-1296.7903109090084 0.9459643130866078 0.5549962737785066 nan
-1289.6191918969612 0.9515005629403738 0.5587638371609082 nan
-1282.4480728848048 1.206411309585529 0.5940668547953581 nan
