velocity flux_norm flux_err cont_err
-1498.568937088041 0.2230301592038657 0.20963903516994417 0.07257409078712193
-1491.0538302098846 0.05995147232231913 0.15981999700848462 0.07093507893593315
-1483.5387233318424 0.012788028663297134 0.1404211393522657 0.06931837723321445
-1476.0236164536861 0.035591725170433526 0.14982529269363595 0.067724077783975
-1468.508509575587 0.012835216223919999 0.1404475900154733 0.06615227914667027
-1460.9934026974877 0.05956919730243384 0.15989248726057478 0.0646030868052082
-1453.4782958193312 0.013253340972997626 0.14047322697065528 0.06307661366795084
-1445.9631889412892 0.013524557298043628 0.14048216515400574 0.06157298059409132
-1438.4480820631327 0.0600973743624331 0.16111021222906924 0.060092316947558344
-1430.9329751850337 0.060131233773859295 0.16112152135337776 0.058634761178892665
-1423.4178683069345 0.08421661127242454 0.16771652690840916 0.05720046143408833
-1415.902761428778 0.29500056535367414 0.22683532922864136 0.055789576189878315
-1408.387654550736 0.31644358875865114 0.2318633280240079 0.05440227491364045
-1400.8725476725795 0.24615565759867572 0.2155891046083227 0.05303873874528314
-1393.3574407944802 0.3639041230539097 0.24179218992212606 0.0516991611980203
-1385.842333916381 0.5750872391560992 0.2800134475845332 0.05038374887274171
-1378.3272270382247 0.7619894117326296 0.3092753675377608 0.04909272218011981
-1370.8121201601825 1.0174924517801505 0.34431764977213025 0.047826316062189865
-1363.2970132820262 0.9252822107682819 0.33224867339602615 0.04658478070299945
-1355.781906403927 0.8074713018031603 0.31605652757732694 0.045368382215890915
-1348.2667995258278 1.017833489551711 0.34458631607602286 0.04417740329111344
-1340.7516926476715 1.1824888312940776 0.3646540144971617 0.043012143784854975
-1333.2365857696293 1.1118694148113966 0.3561754321588668 0.04187292122624786
-1325.721478891473 1.1754310783539914 0.5035948065262948 0.04076007121439601
-1318.2063720133738 0.9468524059728418 0.5298262844288106 0.039673947672857514
-1310.6912651352745 1.232704335623262 0.5795155160717038 0.03861492292263902
-1303.176158257118 0.708931805333701 0.48355430283867024 0.037583387529481795
-1295.661051379076 0.9489006892935389 0.5310174539759498 0.036579749874359684
-1288.1459445009195 1.3298337020861357 0.5946458597867664 0.035604435389621346
-1280.6308376228203 0.9953808807113285 0.5397230426030951 0.034657885397274255
-1273.115730744721 1.4238034592130693 0.6103763383053628 0.03374055547943078
-1265.6006238665648 1.4237656066465538 0.6097215270241733 0.03285291330693603
-1258.0855169885226 0.6140604292787121 0.4633971130773303 0.031995435848866854
-1250.5704101103663 0.7569113484919806 0.49282143294488306 0.03116860588533117
-1243.055303232267 1.0426675090790092 0.5482303622545418 0.030372907749662354
-1235.5401963541678 0.9472531942611153 0.5296884294599609 0.029608822233507706
-1228.0250894760115 0.9938398225154919 0.5382311426241729 0.028876820602717193
-1220.5099825979694 1.040868431051611 0.5480825824711669 0.02817735769230426
-1212.994875719813 0.8030535862832454 0.5008661108988209 0.02751086407731992
-1205.4797688417138 0.8986846649898523 0.5215593625200549 0.026877737353634558
-1197.9646619636146 0.9461314072146015 0.5303580882061455 0.026278332607259543
-1190.449555085458 1.232075563209305 0.5793704304996014 0.025712952203787224
-1182.9344482074162 0.9935452110496615 0.538468218442611 0.025181835087114485
-1175.4193413292596 1.278923329278078 0.5879959152301034 0.024685145836837667
-1167.9042344511604 0.9933056597827027 0.5390725977911116 0.024222963792127888
-1160.3891275730612 0.9925591615231306 0.5357973944835968 0.023795272600426777
-1152.8740206949049 0.8482864267630958 0.5118194900089296 0.023401950587310906
-1145.3589138168627 1.3237847781015175 0.5929676346628951 0.023042762362081543
-1137.8438069387064 0.8005788800260916 0.5010920915138043 0.022717352067724406
-1130.3287000606072 0.6095362666779768 0.459065991307001 0.022425238650214015
-1122.813593182508 0.8003669419345946 0.502460064158228 0.02216581345919666
-1115.2984863043516 0.8947345114067784 0.5197587291011565 0.021938340402816947
-1107.7833794263095 0.8943814659682185 0.520617784774795 0.021741958768233066
-1100.2682725481532 0.8947703838356384 0.520524290694151 0.021575688694916727
-1092.753165670054 1.0366587044804907 0.5462087563063365 0.021438439160155216
-1085.2380587919547 0.8495056986383592 0.32135981124016255 0.021329018215887025
-1077.7229519137982 0.7324872766993257 0.3049903337562005 0.02124614511379056
-1070.2078450357562 0.848017716251908 0.32121911594942293 0.021188463879090968
-1062.6927381575997 1.0114434452957917 0.34310167841523687 0.021154557848331652
-1055.1776312795005 1.2680146404108439 0.3737728858001227 0.021142964673891502
-1047.6625244014012 0.9882653308294604 0.3399117676439812 0.02115219131646505
-1040.147417523245 0.9414013032129364 0.33398625168112067 0.021180728591545572
-1032.6323106452028 0.9414585294223431 0.33363293259501464 0.021227064900429114
-1025.1172037670465 1.174622884742527 0.3627478166367541 0.021289698853021944
-1017.6020968889472 1.2446340577263504 0.3709865973286258 0.0213671505713271
-1010.086990010848 1.1516319715078347 0.35979807725180113 0.021457971542519737
-1002.5718831326917 1.080470663212309 0.35039319884945547 0.021560752963794137
-995.0567762546495 0.9392173093725585 0.3335202976540835 0.021674132584315782
-987.5416693764932 0.7544272457520221 0.30664057606167466 0.021796800100694264
-980.026562498394 1.0555729784586025 0.34789572001781116 0.021927501200825483
-972.5114556202947 0.9876775981365972 0.3391063861973021 0.022065040377477304
-964.9963487421383 1.2419618750459425 0.3699115443198944 0.022208282648604367
-957.4812418640963 1.1017834693615656 0.3536750582445604 0.022356154328056616
-949.9661349859398 1.0552922932184963 0.34706028998496086 0.02250764298978484
-942.4510281078407 1.0084479907323194 0.34178863673116344 0.0226617967626337
-934.9359212297414 1.054063012659031 0.34734717693999223 0.02281772308323714
